[2026-08-29 04:17:14:087] LuaNPC:玩家名字 ID:999999999 执行 login player:玩家名字 耗时：969; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 04:17:25:989] LuaNPC:玩家名字 ID:999999999 执行 handlerequest player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036
[2026-08-29 04:17:25:989] [玩家名字]Lua执行耗时过高:31ms msgid:100 503 1 0 
[2026-08-29 04:17:29:187] LuaNPC:玩家名字 ID:999999999 执行 clicknpc player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 04:33:41:224] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 04:52:57:432] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 04:59:48:860] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:01:27:531] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:02:48:141] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:08:47:753] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:16:35:303] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:27:35:816] LuaNPC:玩家名字 ID:999999999 执行 attack player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:29:33:105] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:35:54:833] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:37:25:364] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:38:04:794] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:44:49:906] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:55:19:270] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 05:59:58:138] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:06:53:754] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:08:00:470] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:08:24:914] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:13:09:911] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:19:38:067] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:25:02:647] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:39:10:631] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:41:18:148] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:53:21:055] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:56:14:377] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:56:27:014] LuaNPC:玩家名字 ID:999999999 执行 pickupitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 06:57:36:103] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:01:01:883] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:06:20:392] LuaNPC:玩家名字 ID:999999999 执行 struckdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:07:45:805] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:12:59:493] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:17:33:166] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:18:27:091] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:18:55:087] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:29:40:184] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:35:23:087] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:46:58:557] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:48:58:098] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:51:25:265] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 07:59:35:354] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:03:36:447] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:04:25:806] LuaNPC:玩家名字 ID:999999999 执行 pickupitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:06:25:572] LuaNPC:玩家名字 ID:999999999 执行 attack player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:11:04:939] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:12:43:249] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:13:07:250] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:32:02:776] LuaNPC:玩家名字 ID:999999999 执行 pickupitemex player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:37:15:549] LuaNPC:玩家名字 ID:999999999 执行 attack player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:43:19:619] LuaNPC:玩家名字 ID:999999999 执行 addbag player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:48:12:716] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:49:09:558] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:54:38:683] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 08:55:47:785] LuaNPC:玩家名字 ID:999999999 执行 struckdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:04:15:839] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:06:12:578] LuaNPC:玩家名字 ID:999999999 执行 attack player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:13:12:394] LuaNPC:玩家名字 ID:999999999 执行 struckdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:15:19:531] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:18:32:725] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:26:09:948] LuaNPC:玩家名字 ID:999999999 执行 pickupitemex player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:26:31:698] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:27:48:292] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:28:47:432] LuaNPC:玩家名字 ID:999999999 执行 struckdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:30:14:966] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:32:20:435] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:35:46:060] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:47:42:398] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:48:04:970] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:50:32:172] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 09:50:35:574] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:00:56:871] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:12:53:011] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036
[2026-08-29 10:12:54:610] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:27:39:245] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:45:14:902] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:47:32:158] LuaNPC:玩家名字 ID:999999999 执行 mondropitemex player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:47:37:948] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 10:56:13:482] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:02:39:574] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:04:11:323] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:09:34:636] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:09:51:750] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:13:55:698] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:14:32:670] LuaNPC:玩家名字 ID:999999999 执行 killmon player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:21:25:721] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:28:53:729] LuaNPC:玩家名字 ID:999999999 执行 attackdamage player:玩家名字 耗时：31; NpcThreadId: 448036, CurPlayThreadId: 448036

[2026-08-29 11:40:12:909] LuaNPC:玩家名字 ID:999999999 执行 struckdamage player:玩家名字 耗时：32; NpcThreadId: 448036, CurPlayThreadId: 448036

